# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 33K of event 'branch-instructions'
# Event count (approx.): 4576285169
#
# Overhead  Command  Shared Object               Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  ..........................  ..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
# ........  .......  ............................  .................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
    10.19%  test     test                          [.] PThreadWithPool::ReduceNonMaximum(float*, float*, unsigned char*, int, int)::{lambda(float*, float*, unsigned char*, int, int, int)#1}::operator()(float*, float*, unsigned char*, int, int, int) const
     9.38%  test     test                          [.] PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#4}::operator()(int, int) const
     8.69%  test     [kernel.kallsyms]             [k] get_mem_cgroup_from_mm
     7.51%  test     [kernel.kallsyms]             [k] clear_page_erms
     7.02%  test     [kernel.kallsyms]             [k] try_charge_memcg
     5.80%  test     libopencv_imgproc.so.4.9.0    [.] cv::hal::opt_AVX2::(anonymous namespace)::CvtColorLoop_Invoker<cv::hal::opt_AVX2::(anonymous namespace)::RGB2Gray<unsigned char> >::operator()(cv::Range const&) const
     4.91%  test     test                          [.] PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#2}::operator()(int, int) const
     4.23%  test     test                          [.] void _mm512_memcpy<float>(float*, float const*, unsigned long)
     4.21%  test     test                          [.] PThreadWithPool::PerformDoubleThresholding(unsigned char*, float*, int, int, int, int)::{lambda()#1}::operator()() const
     2.83%  test     test                          [.] PerformCanny(cv::Mat&, cv::Mat const&, Canny*, std::basic_ofstream<char, std::char_traits<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int)
     2.74%  test     [kernel.kallsyms]             [k] charge_memcg
     1.85%  test     [kernel.kallsyms]             [k] __mem_cgroup_charge
     1.78%  test     [kernel.kallsyms]             [k] __count_memcg_events
     1.76%  test     [kernel.kallsyms]             [k] __rcu_read_lock
     1.60%  test     libc.so.6                     [.] __memmove_evex_unaligned_erms
     1.55%  test     test                          [.] PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#1}::operator()(int, int) const
     1.37%  test     [kernel.kallsyms]             [k] consume_stock
     1.31%  test     [kernel.kallsyms]             [k] __rcu_read_unlock
     1.28%  test     test                          [.] unsigned char& cv::Mat::at<unsigned char>(int, int)
     1.17%  test     [kernel.kallsyms]             [k] rmqueue_bulk
     1.13%  test     [kernel.kallsyms]             [k] cgroup_rstat_updated
     1.13%  test     test                          [.] PThreadWithPool::PerformEdgeHysteresis(unsigned char*, unsigned char*, int, int)::{lambda()#1}::operator()() const
     1.03%  test     [kernel.kallsyms]             [k] asm_exc_page_fault
     0.80%  test     libopencv_imgproc.so.4.9.0    [.] cv::resizeGeneric_Invoker<cv::HResizeLinear<unsigned char, int, short, 2048, cv::HResizeLinearVecU8_X4>, cv::VResizeLinear<unsigned char, int, short, cv::FixedPtCast<int, unsigned char, 22>, cv::VResizeLinearVec_32s8u> >::operator()(cv::Range const&) const
     0.79%  test     libjpeg.so.8.2.2              [.] 0x00000000000059dd
     0.70%  test     [kernel.kallsyms]             [k] vma_alloc_folio
     0.62%  test     test                          [.] _mm512_arctan2(float __vector(16), float __vector(16))
     0.54%  test     [kernel.kallsyms]             [k] perf_adjust_freq_unthr_context
     0.54%  test     test                          [.] void _mm512_memcpy<unsigned char>(unsigned char*, unsigned char const*, unsigned long)
     0.51%  test     libjpeg.so.8.2.2              [.] 0x00000000000059d3
     0.50%  test     libc.so.6                     [.] __memset_evex_unaligned_erms
     0.46%  test     libopencv_core.so.4.9.0       [.] icv_k0_ownsCopy_8u_repE9
     0.46%  test     libopencv_core.so.4.9.0       [.] icv_k0_ownsCopy_8u_nt
     0.42%  test     [kernel.kallsyms]             [k] __alloc_pages
     0.40%  test     libjpeg.so.8.2.2              [.] 0x00000000000059d7
     0.40%  test     libopencv_imgproc.so.4.9.0    [.] cv::VResizeLinear<unsigned char, int, short, cv::FixedPtCast<int, unsigned char, 22>, cv::VResizeLinearVec_32s8u>::operator()(int const**, unsigned char*, short const*, int) const
     0.39%  test     [kernel.kallsyms]             [k] get_page_from_freelist
     0.39%  test     libjpeg.so.8.2.2              [.] 0x00000000000059da
     0.38%  test     [kernel.kallsyms]             [k] page_remove_rmap
     0.36%  test     test                          [.] PThreadWithPool::ComputeGradients(float*, unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#1}::operator()(int, int) const
     0.34%  test     [kernel.kallsyms]             [k] __filemap_add_folio
     0.33%  test     [kernel.kallsyms]             [k] post_alloc_hook
     0.33%  test     [kernel.kallsyms]             [k] __folio_alloc
     0.32%  test     [kernel.kallsyms]             [k] copyout
     0.27%  test     [kernel.kallsyms]             [k] sync_regs
     0.24%  test     [kernel.kallsyms]             [k] __free_one_page
     0.23%  test     [kernel.kallsyms]             [k] free_swap_cache
     0.22%  test     [kernel.kallsyms]             [k] memcg_check_events
     0.20%  test     [kernel.kallsyms]             [k] _compound_head
     0.16%  test     [kernel.kallsyms]             [k] do_anonymous_page
     0.16%  test     [kernel.kallsyms]             [k] mem_cgroup_css_rstat_flush
     0.13%  test     libjpeg.so.8.2.2              [.] 0x00000000000059d0
     0.11%  test     [kernel.kallsyms]             [k] down_read_trylock
     0.09%  test     [kernel.kallsyms]             [k] zap_pte_range
     0.08%  test     [kernel.kallsyms]             [k] find_lock_entries
     0.08%  test     [kernel.kallsyms]             [k] memset_orig
     0.07%  test     [kernel.kallsyms]             [k] mtree_range_walk
     0.07%  test     [kernel.kallsyms]             [k] crc_pcl
     0.07%  test     [kernel.kallsyms]             [k] n_tty_write
     0.07%  test     [kernel.kallsyms]             [k] __handle_mm_fault
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000026d4e
     0.06%  test     [kernel.kallsyms]             [k] block_invalidate_folio
     0.06%  test     [kernel.kallsyms]             [k] folio_test_hugetlb
     0.06%  test     [kernel.kallsyms]             [k] lru_gen_del_folio.constprop.0
     0.05%  test     [kernel.kallsyms]             [k] uncharge_folio
     0.05%  test     [kernel.kallsyms]             [k] __mod_node_page_state
     0.05%  test     [kernel.kallsyms]             [k] lru_gen_add_folio
     0.05%  test     [kernel.kallsyms]             [k] free_pages_and_swap_cache
     0.05%  test     [kernel.kallsyms]             [k] lock_vma_under_rcu
     0.05%  test     [kernel.kallsyms]             [k] page_counter_try_charge
     0.05%  test     [kernel.kallsyms]             [k] perf_iterate_ctx
     0.05%  test     [kernel.kallsyms]             [k] lru_add_fn
     0.05%  test     [kernel.kallsyms]             [k] __mod_zone_page_state
     0.04%  test     test                          [.] std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long)
     0.04%  test     [kernel.kallsyms]             [k] free_pcppages_bulk
     0.04%  test     libc.so.6                     [.] _int_malloc
     0.04%  test     [kernel.kallsyms]             [k] _raw_spin_lock
     0.03%  test     [kernel.kallsyms]             [k] __mod_lruvec_state
     0.03%  test     libc.so.6                     [.] malloc
     0.03%  test     [kernel.kallsyms]             [k] handle_mm_fault
     0.03%  test     libc.so.6                     [.] _int_free
     0.03%  test     [kernel.kallsyms]             [k] __dquot_alloc_space
     0.03%  test     [kernel.kallsyms]             [k] _raw_spin_trylock
     0.02%  test     [kernel.kallsyms]             [k] __memcg_kmem_charge_page
     0.02%  test     [kernel.kallsyms]             [k] __pte_offset_map
     0.02%  test     [kernel.kallsyms]             [k] filemap_get_folios_tag
     0.02%  test     [kernel.kallsyms]             [k] restore_fpregs_from_fpstate
     0.02%  test     [kernel.kallsyms]             [k] error_entry
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000026cb8
     0.02%  test     libc.so.6                     [.] cfree@GLIBC_2.2.5
     0.02%  test     [kernel.kallsyms]             [k] __update_blocked_fair
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000026d49
     0.02%  test     [kernel.kallsyms]             [k] __mod_memcg_lruvec_state
     0.02%  test     [kernel.kallsyms]             [k] cgroup_rstat_flush_locked
     0.02%  test     libjpeg.so.8.2.2              [.] jpeg_set_defaults
     0.02%  test     [kernel.kallsyms]             [k] copy_mc_enhanced_fast_string
     0.02%  test     [kernel.kallsyms]             [k] release_pages
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b9c
     0.02%  test     [kernel.kallsyms]             [k] exc_page_fault
     0.02%  test     [kernel.kallsyms]             [k] lookup_open.isra.0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028ba0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027218
     0.02%  test     [kernel.kallsyms]             [k] native_queued_spin_lock_slowpath
     0.02%  test     [kernel.kallsyms]             [k] __next_zones_zonelist
     0.02%  test     [kernel.kallsyms]             [k] __tlb_remove_page_size
     0.02%  test     [kernel.kallsyms]             [k] ext4_file_read_iter
     0.02%  test     [kernel.kallsyms]             [k] __kmem_cache_alloc_node
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b6d
     0.02%  test     [kernel.kallsyms]             [k] select_task_rq_fair
     0.02%  test     [kernel.kallsyms]             [k] filemap_read
     0.02%  test     [kernel.kallsyms]             [k] ext4_get_group_info
     0.02%  test     libopencv_core.so.4.9.0       [.] cv::Mat::create(cv::Size_<int>, int)
     0.02%  test     [kernel.kallsyms]             [k] memcg_slab_post_alloc_hook
     0.02%  test     [kernel.kallsyms]             [k] perf_event_alloc
     0.01%  test     [kernel.kallsyms]             [k] percpu_counter_add_batch
     0.01%  test     [kernel.kallsyms]             [k] psi_group_change
     0.01%  test     [kernel.kallsyms]             [k] filemap_get_read_batch
     0.01%  test     [kernel.kallsyms]             [k] native_write_msr
     0.01%  test     [kernel.kallsyms]             [k] prep_compound_page
     0.01%  test     libjpeg.so.8.2.2              [.] jpeg_fill_bit_buffer@plt
     0.01%  test     [kernel.kallsyms]             [k] free_unref_page_prepare
     0.01%  test     [kernel.kallsyms]             [k] timekeeping_advance
     0.01%  test     [kernel.kallsyms]             [k] mod_objcg_state
     0.01%  test     [kernel.kallsyms]             [k] __mod_lruvec_page_state
     0.01%  test     [kernel.kallsyms]             [k] bio_associate_blkg_from_css
     0.01%  test     [kernel.kallsyms]             [k] free_unref_page_list
     0.01%  test     libtbb.so.12.12               [.] tbb::detail::r1::small_object_pool_impl::allocate_impl(tbb::detail::d1::small_object_pool*&, unsigned long)
     0.01%  test     [kernel.kallsyms]             [k] _raw_write_lock
     0.01%  test     [kernel.kallsyms]             [k] exit_to_user_mode_prepare
     0.01%  test     [kernel.kallsyms]             [k] __blk_bios_map_sg
     0.01%  test     libjpeg.so.8.2.2              [.] jpeg_write_scanlines
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c520
     0.01%  test     [kernel.kallsyms]             [k] __mod_memcg_state
     0.01%  test     libtbb.so.12.12               [.] tbb::detail::d1::task* tbb::detail::r1::task_dispatcher::local_wait_for_all<false, tbb::detail::r1::outermost_worker_waiter>(tbb::detail::d1::task*, tbb::detail::r1::outermost_worker_waiter&)
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000038923
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c534
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ebd
     0.01%  test     [kernel.kallsyms]             [k] inode_permission
     0.01%  test     [kernel.kallsyms]             [k] jbd2_journal_try_to_free_buffers
     0.01%  test     [kernel.kallsyms]             [k] mpage_prepare_extent_to_map
     0.01%  test     [kernel.kallsyms]             [k] __rmqueue_pcplist
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5ae
     0.01%  test     [kernel.kallsyms]             [k] __d_lookup_rcu
     0.01%  test     [kernel.kallsyms]             [k] __get_obj_cgroup_from_memcg
     0.01%  test     libopencv_core.so.4.9.0       [.] icv_k0_ownsCopy_8u_inv
     0.01%  test     libtbb.so.12.12               [.] tbb::detail::r1::rml::private_worker::run()
     0.01%  test     [kernel.kallsyms]             [k] link_path_walk.part.0.constprop.0
     0.01%  test     ld-linux-x86-64.so.2          [.] strcmp
     0.01%  test     [kernel.kallsyms]             [k] mpage_process_page_bufs
     0.01%  test     [kernel.kallsyms]             [k] xas_load
     0.01%  test     [kernel.kallsyms]             [k] update_curr
     0.01%  test     [kernel.kallsyms]             [k] rmqueue
     0.01%  test     ld-linux-x86-64.so.2          [.] _dl_lookup_symbol_x
     0.01%  test     [kernel.kallsyms]             [k] cppc_get_perf_caps
     0.01%  test     ld-linux-x86-64.so.2          [.] do_lookup_x
     0.01%  test     [nvidia]                      [k] _nv025219rm
     0.01%  test     [kernel.kallsyms]             [k] try_grab_folio
     0.01%  test     ld-linux-x86-64.so.2          [.] _dl_relocate_object
     0.01%  test     libopencv_core.so.4.9.0       [.] cv::parallel_for_(cv::Range const&, cv::ParallelLoopBody const&, double)
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048daf
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000023876
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000373eb
     0.01%  test     [kernel.kallsyms]             [k] folio_batch_move_lru
     0.01%  test     libm.so.6                     [.] __atanf
     0.01%  test     [kernel.kallsyms]             [k] mas_walk
     0.01%  test     libtbb.so.12.12               [.] tbb::detail::r1::task_arena_impl::execute(tbb::detail::d1::task_arena_base&, tbb::detail::d1::delegate_base&)
     0.01%  test     [kernel.kallsyms]             [k] find_get_entries
     0.01%  test     libc.so.6                     [.] pthread_cond_wait@@GLIBC_2.3.2
     0.01%  test     [kernel.kallsyms]             [k] __raw_spin_lock_irqsave
     0.01%  test     test                          [.] std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&)
     0.01%  test     [kernel.kallsyms]             [k] xas_descend
     0.01%  test     libopencv_core.so.4.9.0       [.] cv::details::saveFPDenormalsState(cv::details::FPDenormalsModeState&)
     0.01%  test     [kernel.kallsyms]             [k] access_error
     0.01%  test     [kernel.kallsyms]             [k] up_read
     0.01%  test     libopencv_core.so.4.9.0       [.] cv::Mat::~Mat()
     0.01%  test     test                          [.] operator new(unsigned long, void*)
     0.01%  test     [kernel.kallsyms]             [k] ___slab_alloc
     0.01%  test     [kernel.kallsyms]             [k] __irqentry_text_start
     0.01%  test     [kernel.kallsyms]             [k] update_vdso_data.constprop.0
     0.01%  test     test                          [.] std::remove_reference<bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>::type&& std::move<bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation))
     0.01%  test     [kernel.kallsyms]             [k] drop_buffers.constprop.0
     0.01%  test     [kernel.kallsyms]             [k] __ext4_get_inode_loc
     0.01%  test     [kernel.kallsyms]             [k] __get_user_8
     0.01%  test     libc.so.6                     [.] pthread_mutex_lock@@GLIBC_2.2.5
     0.01%  test     [kernel.kallsyms]             [k] setup_object
     0.01%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.01%  test     [kernel.kallsyms]             [k] mem_cgroup_handle_over_high
     0.01%  test     [kernel.kallsyms]             [k] ext4_sb_block_valid
     0.01%  test     ld-linux-x86-64.so.2          [.] _dl_fixup
     0.01%  test     [kernel.kallsyms]             [k] schedule
     0.01%  test     libjpeg.so.8.2.2              [.] jinit_forward_dct
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000020b64
     0.01%  test     [kernel.kallsyms]             [k] entry_SYSCALL_64
     0.01%  test     [kernel.kallsyms]             [k] rq_qos_wait
     0.01%  test     libopencv_imgproc.so.4.9.0    [.] cv::hal::resize(int, unsigned char const*, unsigned long, int, int, unsigned char*, unsigned long, int, int, double, double, int)
     0.01%  test     test                          [.] std::vector<int, std::allocator<int> >::push_back(int const&)
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000002a590
     0.01%  test     [kernel.kallsyms]             [k] inc_mm_counter
     0.01%  test     test                          [.] int* std::__niter_base<int*>(int*)
     0.01%  test     [kernel.kallsyms]             [k] mmap_region
     0.01%  test     libopencv_core.so.4.9.0       [.] cv::TLSDataContainer::getData() const
     0.01%  test     [kernel.kallsyms]             [k] mas_prev_node
     0.01%  test     [kernel.kallsyms]             [k] blk_mq_rq_ctx_init.isra.0
     0.01%  test     [kernel.kallsyms]             [k] vma_merge
     0.01%  test     [kernel.kallsyms]             [k] down_write
     0.01%  test     [kernel.kallsyms]             [k] filemap_map_pages
     0.01%  test     [kernel.kallsyms]             [k] filemap_add_folio
     0.01%  test     [kernel.kallsyms]             [k] insert_vmap_area.constprop.0
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000038ad1
     0.01%  test     libc.so.6                     [.] __pthread_mutex_cond_lock
     0.01%  test     [kernel.kallsyms]             [k] _raw_read_lock
     0.01%  test     [kernel.kallsyms]             [k] handle_pte_fault
     0.01%  test     libtbb.so.12.12               [.] __libirc_set_cpu_feature
     0.01%  test     [kernel.kallsyms]             [k] dequeue_entity
     0.01%  test     libopencv_core.so.4.9.0       [.] tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<int>, cv::parallel::tbb::ParallelForBackend::CallbackProxy, tbb::detail::d1::auto_partitioner const>::execute(tbb::detail::d1::execution_data&)
     0.01%  test     libc.so.6                     [.] __GI___nptl_deallocate_tsd
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ecd
     0.01%  test     [kernel.kallsyms]             [k] _raw_spin_unlock
     0.01%  test     [kernel.kallsyms]             [k] asm_sysvec_apic_timer_interrupt
     0.01%  test     [kernel.kallsyms]             [k] copy_page_from_iter_atomic
     0.01%  test     [kernel.kallsyms]             [k] __bio_add_page
     0.01%  test     [kernel.kallsyms]             [k] timerqueue_del
     0.01%  test     [kernel.kallsyms]             [k] pmd_val
     0.01%  test     [kernel.kallsyms]             [k] touch_atime
     0.01%  test     [kernel.kallsyms]             [k] task_tick_fair
     0.01%  test     [kernel.kallsyms]             [k] folio_add_new_anon_rmap
     0.01%  test     [kernel.kallsyms]             [k] kmem_cache_free
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000059e7
     0.01%  test     [kernel.kallsyms]             [k] policy_node
     0.01%  test     [kernel.kallsyms]             [k] llist_add_batch
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048edb
     0.01%  test     [kernel.kallsyms]             [k] ext4_ext_get_access
     0.00%  test     [kernel.kallsyms]             [k] ext4_file_write_iter
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000059e2
     0.00%  test     [kernel.kallsyms]             [k] sched_mm_cid_remote_clear
     0.00%  test     [kernel.kallsyms]             [k] cache_from_obj
     0.00%  test     [kernel.kallsyms]             [k] count_memcg_events.constprop.0
     0.00%  test     [kernel.kallsyms]             [k] exit_to_user_mode_loop
     0.00%  test     [kernel.kallsyms]             [k] vma_adjust_trans_huge
     0.00%  test     test                          [.] int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
     0.00%  test     [kernel.kallsyms]             [k] amd_clear_divider
     0.00%  test     ld-linux-x86-64.so.2          [.] dfs_traversal.part.0
     0.00%  test     [kernel.kallsyms]             [k] blk_stat_timer_fn
     0.00%  test     [kernel.kallsyms]             [k] __perf_event__output_id_sample
     0.00%  test     libc.so.6                     [.] pthread_mutex_unlock@@GLIBC_2.2.5
     0.00%  test     [kernel.kallsyms]             [k] down_read
     0.00%  test     [kernel.kallsyms]             [k] __get_random_u32_below
     0.00%  test     test                          [.] ThreadPool::~ThreadPool()
     0.00%  test     [kernel.kallsyms]             [k] blk_cgroup_congested
     0.00%  test     [kernel.kallsyms]             [k] rcu_segcblist_ready_cbs
     0.00%  test     [kernel.kallsyms]             [k] __hrtimer_run_queues
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000015f05
     0.00%  test     [kernel.kallsyms]             [k] kmem_cache_alloc
     0.00%  test     [kernel.kallsyms]             [k] free_unref_page_commit
     0.00%  test     libtbb.so.12.12               [.] tbb::detail::r1::outermost_worker_waiter::continue_execution(tbb::detail::r1::arena_slot&, tbb::detail::d1::task*&) const
     0.00%  test     [nvidia]                      [k] _nv039862rm
     0.00%  test     [nvidia]                      [k] nvidia_isr
     0.00%  test     [kernel.kallsyms]             [k] update_load_avg
     0.00%  test     [kernel.kallsyms]             [k] native_read_msr
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c119
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::UMatData::UMatData(cv::MatAllocator const*)
     0.00%  test     [kernel.kallsyms]             [k] __radix_tree_lookup
     0.00%  test     [kernel.kallsyms]             [k] ext4_fill_raw_inode
     0.00%  test     [kernel.kallsyms]             [k] dma_direct_map_page
     0.00%  test     [kernel.kallsyms]             [k] folio_create_empty_buffers
     0.00%  test     [kernel.kallsyms]             [k] blk_cgroup_bio_start
     0.00%  test     libopencv_core.so.4.9.0       [.] tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<int>, cv::parallel::tbb::ParallelForBackend::CallbackProxy, tbb::detail::d1::auto_partitioner const>::~start_for()
     0.00%  test     [kernel.kallsyms]             [k] sb_mark_inode_writeback
     0.00%  test     [nvidia]                      [k] _nv043225rm
     0.00%  test     libstdc++.so.6.0.30           [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
     0.00%  test     libopencv_imgcodecs.so.4.9.0  [.] std::_Sp_counted_ptr_inplace<cv::JpegEncoder, std::allocator<cv::JpegEncoder>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
     0.00%  test     [nvidia]                      [k] nv_uvm_event_interrupt
     0.00%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.00%  test     test                          [.] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base()
     0.00%  test     libtbb.so.12.12               [.] tbb::detail::d1::unique_scoped_lock<tbb::detail::d1::mutex>::acquire(tbb::detail::d1::mutex&)
     0.00%  test     [kernel.kallsyms]             [k] bio_alloc_bioset
     0.00%  test     [kernel.kallsyms]             [k] get_partial_node.part.0
     0.00%  test     [kernel.kallsyms]             [k] calculate_imbalance
     0.00%  test     libopencv_imgcodecs.so.4.9.0  [.] cv::findEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .isra.0]
     0.00%  test     [kernel.kallsyms]             [k] jbd2_write_access_granted
     0.00%  test     [kernel.kallsyms]             [k] __schedule
     0.00%  test     [kernel.kallsyms]             [k] __ext4_journal_get_write_access
     0.00%  test     test                          [.] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_get_use_count() const
     0.00%  test     libopencv_core.so.4.9.0       [.] tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<int>, cv::parallel::tbb::ParallelForBackend::CallbackProxy, tbb::detail::d1::auto_partitioner const>::finalize(tbb::detail::d1::execution_data const&)
     0.00%  test     test                          [.] std::chrono::_V2::system_clock::now()@plt
     0.00%  test     ld-linux-x86-64.so.2          [.] check_match
     0.00%  test     [nvidia]                      [k] _nv024171rm
     0.00%  test     test                          [.] std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::swap(std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>&)
     0.00%  test     libstdc++.so.6.0.30           [.] operator delete(void*, unsigned long)
     0.00%  test     [kernel.kallsyms]             [k] ext4_mb_good_group
     0.00%  test     test                          [.] decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&)
     0.00%  test     libc.so.6                     [.] malloc_consolidate
     0.00%  test     test                          [.] std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
     0.00%  test     test                          [.] void std::__invoke_impl<void, PThreadWithPool::ReduceNonMaximum(float*, float*, unsigned char*, int, int)::{lambda(float*, float*, unsigned char*, int, int, int)#1}&, float*&, float*&, unsigned char*&, int&, int&, int&>(std::__invoke_other, PThreadWithPool::ReduceNonMaximum(float*, float*, unsigned char*, int, int)::{lambda(float*, float*, unsigned char*, int, int, int)#1}&, float*&, float*&, unsigned char*&, int&, int&, int&)
     0.00%  test     libopencv_core.so.4.9.0       [.] gl::InitializeVariables::InitializeVariables()
     0.00%  test     [kernel.kallsyms]             [k] __update_load_avg_cfs_rq
     0.00%  test     [kernel.kallsyms]             [k] obj_cgroup_charge
     0.00%  test     [nvidia]                      [k] _nv032798rm
     0.00%  test     [kernel.kallsyms]             [k] blk_mq_flush_plug_list.part.0
     0.00%  test     libjpeg.so.8.2.2              [.] jpeg_make_c_derived_tbl
     0.00%  test     [kernel.kallsyms]             [k] jbd2_journal_put_journal_head
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::parallel::getCurrentParallelForAPI()
     0.00%  test     [kernel.kallsyms]             [k] refill_obj_stock
     0.00%  test     [kernel.kallsyms]             [k] path_init
     0.00%  test     libstdc++.so.6.0.30           [.] std::allocator<char>::~allocator()
     0.00%  test     [kernel.kallsyms]             [k] build_open_flags
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000017a8f
     0.00%  test     libjpeg.so.8.2.2              [.] jcopy_sample_rows
     0.00%  test     [nvidia]                      [k] _nv042363rm
     0.00%  test     libjpeg.so.8.2.2              [.] jinit_c_master_control
     0.00%  test     [kernel.kallsyms]             [k] xas_move_index
     0.00%  test     [kernel.kallsyms]             [k] xas_alloc
     0.00%  test     [kernel.kallsyms]             [k] reweight_entity
     0.00%  test     test                          [.] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl()
     0.00%  test     [kernel.kallsyms]             [k] timerqueue_add
     0.00%  test     [kernel.kallsyms]             [k] ext4_mb_clear_bb
     0.00%  test     [kernel.kallsyms]             [k] pick_next_task_fair
     0.00%  test     [nvidia]                      [k] _nv014877rm
     0.00%  test     libjpeg.so.8.2.2              [.] jpeg_suppress_tables
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ed6
